,HomeTeam,AwayTeam,Ave L5 HG,Ave L5 AG,Ave L5 HST,Ave L5 AST,Ave L5 HC,Ave L5 AC,Ave L5 HF,Ave L5 AF,Ave L5 HY,Ave L5 AY,Ave L5 HR,Ave L5 AR,Home-AwayG,Home-AwaySHTT,Home-AwayCorners,Home-AwayFouls,SumofAdvantages,Result
6244,WestBromH,ManUnitedA,2,1.6,3,4.2,2,4.2,11.6,13.4,1.8,2.4,0,0,0.4,-1.2,-2.2,-1.8,-4.8,0
6245,WestHamH,HullA,1,0,4.2,4.2,6.2,5.6,11.2,10,2.2,1.8,0,0,1,0,0.6,1.2,2.8,1
6246,BournemouthH,SouthamptonA,1.4,1,4.8,4.8,6.8,7.4,8.8,12,1.4,2.6,0,0,0.4,0,-0.6,-3.2,-3.4,0
6247,ManCityH,ArsenalA,1.4,2.4,5.4,4.4,8,3.6,11.4,11.6,2.2,2.4,0.4,0,-1,1,4.4,-0.2,4.2,1
6248,TottenhamH,BurnleyA,2.8,0.2,8.8,2.2,6.6,3.2,10.2,12,1.4,1.8,0,0,2.6,6.6,3.4,-1.8,10.8,1
6249,EvertonH,LiverpoolA,1.2,2.2,4.6,4.6,6.6,5.6,12.8,11.2,2.4,1.2,0.2,0,-1,0,1,1.6,1.6,0
6250,ArsenalH,WestBromA,1.6,0.8,5.4,2,6.2,4,9.8,9.6,1.4,2.4,0,0,0.8,3.4,2.2,0.2,6.6,1
6251,BurnleyH,MiddlesbroughA,2,0.6,5.2,2.6,4.4,2.6,12.6,14,2.6,3,0,0,1.4,2.6,1.8,-1.4,4.4,1
6252,ChelseaH,BournemouthA,3,0.8,5.2,3,4,7.4,8.8,12,1.6,2.2,0,0,2.2,2.2,-3.4,-3.2,-2.2,1
6253,HullH,ManCityA,1.2,2.6,3.4,5.4,3.2,8,12.6,12.2,1.6,1.8,0,0,-1.4,-2,-4.8,0.4,-7.8,0
6254,LeicesterH,EvertonA,2,1,3.4,3.2,4.2,4,11.4,13.8,1.8,2,0,0,1,0.2,0.2,-2.4,-1,0
6255,ManUnitedH,SunderlandA,1.2,0.6,7.6,2.6,9,3.4,13.4,11.2,2.2,2.6,0.2,0.2,0.6,5,5.6,2.2,13.4,1
6256,SwanseaH,WestHamA,2,1.8,5.4,3.6,6.8,5,11.2,12.8,1.4,1.2,0,0.2,0.2,1.8,1.8,-1.6,2.2,0
6257,WatfordH,CrystalPalaceA,1.4,2.2,2.8,5.2,4.6,6.2,15.6,15,2,3,0.2,0,-0.8,-2.4,-1.6,0.6,-4.2,2
6258,LiverpoolH,StokeA,3.2,1.2,8,3.6,7.4,4.6,8.8,8.8,1,1,0,0,2,4.4,2.8,0,9.2,1
6259,SouthamptonH,TottenhamA,0.6,1.2,2.6,4.4,3.8,6.4,10.6,16.2,1.2,2.8,0.2,0,-0.6,-1.8,-2.6,-5.6,-10.6,0
6260,HullH,EvertonA,1.6,1.2,3.8,3,3.2,3.4,11.4,13.4,1.6,1.8,0,0,0.4,0.8,-0.2,-2,-1,2
6261,BurnleyH,SunderlandA,2.4,0.8,5.8,2.8,5.2,3.4,11.4,10.2,2.4,1.8,0,0.2,1.6,3,1.8,1.2,7.6,1
6262,ChelseaH,StokeA,3,1.2,5.4,2.8,4.6,3.8,9.8,9.2,1.6,0.8,0,0,1.8,2.6,0.8,0.6,5.8,1
6263,LeicesterH,WestHamA,1.6,1.8,3.4,4,4,4.8,11.6,12,2.8,1.2,0,0.2,-0.2,-0.6,-0.8,-0.4,-2,1
6264,LiverpoolH,ManCityA,3,1.8,6.8,4.2,7.6,7.8,9.4,12.6,1.2,1.4,0,0,1.2,2.6,-0.2,-3.2,0.4,1
6265,ManUnitedH,MiddlesbroughA,1.6,0.8,7.8,2.2,7.6,2.4,12.8,14.2,2.2,3.2,0,0,0.8,5.6,5.2,-1.4,10.2,1
6266,SouthamptonH,WestBromA,0.8,1,2.6,2.4,4,4.2,10.6,10.4,1.4,2.4,0.4,0,-0.2,0.2,-0.2,0.2,-6.66134E-16,0
6267,SwanseaH,BournemouthA,2,1.4,5.4,3.6,6.2,6.6,11,12.8,1.4,2,0,0,0.6,1.8,-0.4,-1.8,0.2,0
6268,ArsenalH,CrystalPalaceA,2,2,5.8,4.6,6.2,5.4,10.4,14.8,1.4,3.2,0,0,0,1.2,0.8,-4.4,-2.4,1
6269,WatfordH,TottenhamA,1.4,2,3.2,4.8,3.2,6.2,15.2,14.4,2.4,2,0.2,0,-0.6,-1.6,-3,0.8,-4.4,0
6270,EvertonH,SouthamptonA,1.4,0.8,4.6,5,7,8.4,10.8,12.8,2,2.2,0.2,0,0.6,-0.4,-1.4,-2,-3.2,1
6271,ManCityH,BurnleyA,1.6,0.4,5.4,2.6,7.6,4.6,11.4,12.4,2.4,1.8,0.6,0,1.2,2.8,3,-1,6,1
6272,MiddlesbroughH,LeicesterA,0.8,0.8,2.6,4.6,5,6.4,10,13.2,1.6,2.6,0,0.2,0,-2,-1.4,-3.2,-6.6,2
6273,SunderlandH,LiverpoolA,1.6,1.8,4.4,5.6,3.2,6,10.4,12.2,2,1.4,0.2,0,-0.2,-1.2,-2.8,-1.8,-6,2
6274,WestBromH,HullA,2.6,0.2,3.8,5,3.2,7,9.2,9.2,1,1.4,0,0,2.4,-1.2,-3.8,0,-2.6,1
6275,WestHamH,ManUnitedA,0.8,2,4,4.4,5.4,3,11,12.6,2,2.4,0.2,0,-1.2,-0.4,2.4,-1.6,-0.8,0
6276,BournemouthH,ArsenalA,2,2.2,5.8,3.8,6.2,3.4,8.8,11.4,1.6,2.4,0.2,0,-0.2,2,2.8,-2.6,2,2
6277,CrystalPalaceH,SwanseaA,1.2,0.8,2.8,2.6,3.2,5.4,12.8,12.4,2,1.4,0,0,0.4,0.2,-2.2,0.4,-1.2,0
6278,StokeH,WatfordA,1.2,0.4,5,4.2,5.2,5.2,10.4,12.4,2,1.8,0.2,0.2,0.8,0.8,0,-2,-0.4,1
6279,TottenhamH,ChelseaA,3,1.2,8.2,4.2,5.2,3.8,9.8,10.4,1.4,2.6,0,0,1.8,4,1.4,-0.6,6.6,1
6280,BurnleyH,SouthamptonA,2,0.6,5,4.6,4.8,7.8,12,12.6,2.4,1.6,0,0,1.4,0.4,-3,-0.6,-1.8,1
6281,HullH,BournemouthA,1.8,1.4,4,4.4,3.8,6.8,11.4,13,1.6,1.8,0,0,0.4,-0.4,-3,-1.6,-4.6,1
6282,LeicesterH,ChelseaA,1.4,1.6,3.4,4.2,3.6,4.2,11.6,10.2,3,2,0,0,-0.2,-0.8,-0.6,1.4,-0.2,0
6283,SunderlandH,StokeA,1.2,1.6,4.2,3.2,3.8,3.4,11.8,9.4,2.4,0.8,0,0,-0.4,1,0.4,2.4,3.4,0
6284,SwanseaH,ArsenalA,1.8,2.8,5.8,4.8,6.4,3,11.6,10.8,1.8,1.8,0,0,-1,1,3.4,0.8,4.2,0
6285,TottenhamH,WestBromA,3.2,0.6,9.2,1.4,6,3,9.4,11.2,0.8,2.4,0,0,2.6,7.8,3,-1.8,11.6,1
6286,WatfordH,MiddlesbroughA,1,0.6,3.6,1.8,3,2.2,15.8,14.2,2.6,2.8,0.2,0,0.4,1.8,0.8,1.6,4.6,2
6287,WestHamH,CrystalPalaceA,1.2,1.6,4.2,3.8,4.6,4.4,10.8,15.2,2,3.2,0.2,0,-0.4,0.4,0.2,-4.4,-4.2,1
6288,EvertonH,ManCityA,2,1.4,4.2,4.4,5.6,7.6,11.6,11,1.6,1.4,0.2,0,0.6,-0.2,-2,0.6,-1,1
6289,ManUnitedH,LiverpoolA,1.6,2,7.4,6,6.6,5.8,13.4,12.6,1.8,1.8,0,0,-0.4,1.4,0.8,0.8,2.6,2
6290,BournemouthH,WatfordA,2.2,0.6,5.4,3.2,5.6,5.4,7.2,13.6,1.2,1.6,0.2,0.2,1.6,2.2,0.2,-6.4,-2.4,2
6291,CrystalPalaceH,EvertonA,1,1.4,2.8,4.6,4.4,4.4,12.4,13.2,1.8,1.4,0,0,-0.4,-1.8,0,-0.8,-3,0
6292,LiverpoolH,SwanseaA,2.2,1.2,4.4,2.6,7.6,5.4,8,11.4,1.2,1.2,0,0,1,1.8,2.2,-3.4,1.6,0
6293,ManCityH,TottenhamA,1.8,2.2,5.4,4.6,7,6.6,12,12.4,2.6,2.4,0.6,0,-0.4,0.8,0.4,-0.4,0.4,2
6294,MiddlesbroughH,WestHamA,1,2,2.8,4.4,6,4.8,8.8,11.6,1.6,1,0,0,-1,-1.6,1.2,-2.8,-4.2,0
6295,StokeH,ManUnitedA,1.4,1.6,4,5.4,4.8,4.4,9.4,12,2.2,2,0.2,0,-0.2,-1.4,0.4,-2.6,-3.8,2
6296,WestBromH,SunderlandA,2.2,0.4,3.6,2.6,2.6,3.8,9.8,9.2,1.2,1.6,0,0,1.8,1,-1.2,0.6,2.2,1
6297,ArsenalH,BurnleyA,2.2,0.6,7,3.6,6.8,4.8,10.6,12.2,1.4,2.4,0.2,0,1.6,3.4,2,-1.6,5.4,1
6298,ChelseaH,HullA,2.4,0.2,4.6,4.4,5.6,6.8,11.2,9.6,1.8,2,0,0,2.2,0.2,-1.2,1.6,2.8,1
6299,SouthamptonH,LeicesterA,1.4,0.6,4,4.6,5.2,5.6,10.6,11.6,1.2,2.2,0.4,0.2,0.8,-0.6,-0.4,-1,-1.2,1
6300,ArsenalH,WatfordA,1.8,0.8,7.4,3.4,8,5.6,10.6,15,1.4,2,0.2,0,1,4,2.4,-4.4,3,0
6301,BournemouthH,CrystalPalaceA,1.4,1.2,4.2,3.8,5.2,3.8,8.2,15,0.8,3,0.2,0,0.2,0.4,1.4,-6.8,-4.8,0
6302,BurnleyH,LeicesterA,2,0.4,4.6,4.6,5.8,5.2,11.8,10.8,2.2,2,0,0.2,1.6,0,0.6,1,3.2,1
6303,LiverpoolH,ChelseaA,2,1.2,3.6,3.8,6.4,4.4,9.6,10,1.4,1.6,0,0,0.8,-0.2,2,-0.4,2.2,2
6304,MiddlesbroughH,WestBromA,1,0.6,2.6,2,4.2,2.2,10,11.8,1.8,2.2,0,0,0.4,0.6,2,-1.8,1.2,2
6305,SunderlandH,TottenhamA,0.8,2,3.2,4,3.6,7.4,12,11.8,2.2,2.4,0,0,-1.2,-0.8,-3.8,0.2,-5.6,2
6306,SwanseaH,SouthamptonA,1.2,0.8,5,4.4,5.4,6.8,11.2,13.8,1.4,1.4,0,0,0.4,0.6,-1.4,-2.6,-3,1
6307,ManUnitedH,HullA,1.4,0.2,7,4.4,6.4,5.6,14.2,10.6,1.4,2.6,0,0,1.2,2.6,0.8,3.6,8.2,2
6308,StokeH,EvertonA,1.2,1.6,4.6,5.4,5,5,12.2,12.6,1.8,1,0.2,0,-0.4,-0.8,0,-0.4,-1.6,2
6309,WestHamH,ManCityA,1,1.8,3.8,4.2,4.4,6.8,11,10.8,2,1.4,0.2,0,-0.8,-0.4,-2.4,0.2,-3.4,0
6310,ChelseaH,ArsenalA,2.6,2,4.8,3.8,7,5.2,11.4,10.2,1.6,1.4,0,0,0.6,1,1.8,1.2,4.6,1
6311,CrystalPalaceH,SunderlandA,0.4,1.2,3.8,3.8,4.8,3.2,11.8,9,1.8,1.6,0,0,-0.8,0,1.6,2.8,3.6,0
6312,EvertonH,BournemouthA,3,1.8,5,5.4,5.2,6.4,11.8,11.2,1.8,1,0.2,0,1.2,-0.4,-1.2,0.6,0.2,1
6313,HullH,LiverpoolA,2,1.4,4,6.4,3.6,7,11.8,11.6,1.4,1.6,0,0,0.6,-2.4,-3.4,0.2,-5,1
6314,SouthamptonH,WestHamA,1.4,2.4,4,4.8,4.8,4.4,10.8,11.4,1.2,1.2,0.4,0,-1,-0.8,0.4,-0.6,-2,0
6315,TottenhamH,MiddlesbroughA,2.4,0.2,7.2,1.4,7.2,2,8.8,14,0.8,2.2,0,0,2.2,5.8,5.2,-5.2,8,1
6316,WatfordH,BurnleyA,1.4,0.8,4.6,4.2,3,4.2,13.4,11.6,3,2,0,0.2,0.6,0.4,-1.2,1.8,1.6,1
6317,WestBromH,StokeA,1.8,1.4,3.8,3.4,3,4,8.6,9.2,1.2,1.2,0,0,0.4,0.4,-1,-0.6,-0.8,1
6318,LeicesterH,ManUnitedA,1,2,3,6.8,5.2,4.4,11,12.4,2.6,2.2,0,0,-1,-3.8,0.8,-1.4,-5.4,0
6319,ManCityH,SwanseaA,2,1.4,5.4,3,7.2,6,11,10.6,2.6,1,0.2,0,0.6,2.4,1.2,0.4,4.6,1
6320,ArsenalH,HullA,1.6,0.2,7.6,4.2,7.2,6.2,11.2,9.6,2,2.4,0.2,0.2,1.4,3.4,1,1.6,7.4,1
6321,LiverpoolH,TottenhamA,2,2,4.8,3.6,6.2,6.4,11,11.2,1.6,2.6,0,0,0,1.2,-0.2,-0.2,0.8,1
6322,ManUnitedH,WatfordA,1.6,0.8,8.2,3.6,6.8,5.4,12.4,13.4,1,1.6,0,0,0.8,4.6,1.4,-1,5.8,1
6323,MiddlesbroughH,EvertonA,1,1.2,2.6,5.2,4.2,4.6,10.6,11.2,2,0.6,0,0,-0.2,-2.6,-0.4,-0.6,-3.8,2
6324,StokeH,CrystalPalaceA,1.4,0.6,4.8,2.8,5.4,3.4,12.4,15,1.8,2.8,0,0,0.8,2,2,-2.6,2.2,1
6325,SunderlandH,SouthamptonA,0.8,1.6,2.8,5.2,3.8,5,11.4,14.6,1.8,1,0,0,-0.8,-2.4,-1.2,-3.2,-7.6,0
6326,WestHamH,WestBromA,1.2,1,3.2,2.4,4.6,3,10,12.6,2.6,1.8,0.2,0,0.2,0.8,1.6,-2.6,0,2
6327,BurnleyH,ChelseaA,1.6,1.2,4,3,5.2,3.6,11.4,10.2,2.4,1.6,0,0,0.4,1,1.6,1.2,4.2,2
6328,SwanseaH,LeicesterA,1,0.4,4.8,4,5.4,3.6,10.6,10.6,1.6,1.8,0,0.2,0.6,0.8,1.8,0,3.2,1
6329,BournemouthH,ManCityA,1.2,1.8,3.8,4.4,5,6,8.8,11.6,1.2,1.8,0.2,0,-0.6,-0.6,-1,-2.8,-5,0
6330,ChelseaH,SwanseaA,3,1.4,5.4,2.6,8,4,12.4,11.8,1.4,1.6,0,0,1.6,2.8,4,0.6,9,1
6331,CrystalPalaceH,MiddlesbroughA,0.4,0.2,3.8,1.8,5.4,2,11.2,14.6,2,1.8,0,0,0.2,2,3.4,-3.4,2.2,1
6332,EvertonH,SunderlandA,3,1.2,5.8,3.6,5.6,3.6,11.8,10.6,1.6,1.6,0,0,1.8,2.2,2,1.2,7.2,1
6333,HullH,BurnleyA,1.6,1,3,4.4,4,4.6,10.2,11.2,1.2,1.8,0,0.4,0.6,-1.4,-0.6,-1,-2.4,2
6334,WatfordH,WestHamA,1,2.2,3.6,4.6,3.4,4.8,14.8,12.6,3.4,1.4,0,0.2,-1.2,-1,-1.4,2.2,-1.4,2
6335,WestBromH,BournemouthA,1.6,1.6,3.8,5.4,4.6,5.4,9.4,8.6,1.6,0.6,0,0,0,-1.6,-0.8,0.8,-1.6,1
6336,TottenhamH,StokeA,2.6,1.2,7.2,3,7.8,3.6,9.8,10.8,1.2,1.8,0,0,1.4,4.2,4.2,-1,8.8,1
6337,LeicesterH,LiverpoolA,0.8,1,3.2,7,5.6,9,10.6,9.8,2.2,1.6,0,0,-0.2,-3.8,-3.4,0.8,-6.6,1
6338,LeicesterH,HullA,1.4,0.4,3.8,4,7,5.8,10.2,10.4,1.8,1.8,0,0.2,1,-0.2,1.2,-0.2,1.8,1
6339,LiverpoolH,ArsenalA,1.8,2,5,3.8,6.4,5.2,10.8,11.2,1.8,1.6,0,0,-0.2,1.2,1.2,-0.4,1.8,1
6340,ManUnitedH,BournemouthA,1.2,1.8,7.8,5,8.8,4.8,13,8,1.4,0.8,0,0.2,-0.6,2.8,4,5,11.2,2
6341,StokeH,MiddlesbroughA,1.4,0.2,5,1.8,4.8,1.6,13.8,15,1.6,1.2,0,0,1.2,3.2,3.2,-1.2,6.4,1
6342,SwanseaH,BurnleyA,1.4,1.2,5.4,4.8,5.6,4.6,10,11.6,2,1.8,0,0.4,0.2,0.6,1,-1.6,0.2,1
6343,WatfordH,SouthamptonA,1.4,1.8,3.8,5.8,3.2,5.2,14.4,14,3.6,1,0,0,-0.4,-2,-2,0.4,-4,0
6344,WestBromH,CrystalPalaceA,1.6,0.8,3.8,2.8,5.2,3.8,9.2,14,1,2.2,0,0,0.8,1,1.4,-4.8,-1.6,0
6345,SunderlandH,ManCityA,0.6,1.6,2.6,4.6,4.2,5.4,11.6,9.6,1.8,1.8,0,0,-1,-2,-1.2,2,-2.2,0
6346,TottenhamH,EvertonA,2.8,1.2,6.8,5.4,7,4.2,9.6,12.6,1.2,1,0,0,1.6,1.4,2.8,-3,2.8,1
6347,WestHamH,ChelseaA,1.2,1.4,2.4,2.6,3.8,3.8,9,8.8,2.2,1.2,0.2,0,-0.2,-0.2,0,0.2,-0.2,0
6348,ManCityH,StokeA,1.6,1,4.2,3,7.8,3.4,9.4,11.8,2.6,2.2,0.2,0,0.6,1.2,4.4,-2.4,3.8,2
6349,BournemouthH,WestHamA,1.6,1.8,4.6,4.6,4.6,5.2,11.6,13.2,2,1.8,0.2,0.2,-0.2,0,-0.6,-1.6,-2.4,1
6350,EvertonH,WestBromA,3.6,1,6.6,2.6,6.2,3.2,10.8,13.6,1.2,2,0,0,2.6,4,3,-2.8,6.8,1
6351,HullH,SwanseaA,2,1.6,3.8,2.8,3.6,3.8,10.8,10.6,1.6,1.8,0,0,0.4,1,-0.2,0.2,1.4,1
6352,LiverpoolH,BurnleyA,2,1.2,5.4,4.4,7.8,3.2,10.8,12.6,1.8,1.6,0,0.4,0.8,1,4.6,-1.8,4.6,1
6353,BournemouthH,SwanseaA,1.4,1.2,4.6,2.2,4.2,3.6,11.6,9.6,1.4,2,0,0,0.2,2.4,0.6,2,5.2,1
6354,CrystalPalaceH,WatfordA,0.6,0.8,3.4,3.2,5,3.6,10.4,14.6,1.6,1.6,0,0,-0.2,0.2,1.4,-4.2,-2.8,1
6355,EvertonH,HullA,3.8,0.2,7,2.8,5.2,5.6,11.6,11,1.6,1.8,0,0.4,3.6,4.2,-0.4,0.6,8,1
6356,StokeH,ChelseaA,1.2,1.8,4.2,3.6,4.4,4.8,15,9.4,2.2,1.2,0.2,0,-0.6,0.6,-0.4,5.6,5.2,0
6357,SunderlandH,BurnleyA,0.2,1,2.6,3.6,4.4,3.4,12.4,11.8,1.8,1.2,0,0.4,-0.8,-1,1,0.6,-0.2,2
6358,WestBromH,ArsenalA,1.6,2,4.4,4,4.6,6,9.2,9.8,1.2,1.2,0,0,-0.4,0.4,-1.4,-0.6,-2,1
6359,WestHamH,LeicesterA,1.6,0.6,3.4,3.4,4.6,2.8,9.2,11,2,0.8,0,0,1,0,1.8,-1.8,1,0
6360,ManCityH,LiverpoolA,1.4,1,3.8,7,8,9.4,10.4,9.4,2.4,2,0.2,0,0.4,-3.2,-1.4,1,-3.2,2
6361,MiddlesbroughH,ManUnitedA,0.6,2.2,2.4,6.8,5.2,3.4,10.4,12,2,2,0,0,-1.6,-4.4,1.8,-1.6,-5.8,0
6362,TottenhamH,SouthamptonA,2.8,2,7.6,5.8,7.8,3.8,10.2,13.8,1.2,1.4,0,0,0.8,1.8,4,-3.6,3,1
6363,BurnleyH,TottenhamA,1.4,1.6,3.6,4,4.4,5.8,9.8,9.2,1.6,1.8,0,0,-0.2,-0.4,-1.4,0.6,-1.4,0
6364,ChelseaH,CrystalPalaceA,2.6,1.2,6.8,2.6,8.8,3.6,12.2,15.4,1.8,2.4,0,0,1.4,4.2,5.2,-3.2,7.6,0
6365,HullH,WestHamA,2,2,3.6,4.4,3.6,4.8,12,13.4,1.6,1.6,0,0.2,0,-0.8,-1.2,-1.4,-3.4,1
6366,LeicesterH,StokeA,1.6,0.6,5,3,7.6,3.6,9.4,12,1,2.6,0,0,1,2,4,-2.6,4.4,1
6367,LiverpoolH,EvertonA,2.2,1,5.6,4.8,7,3.8,12.8,12,1.8,1.2,0,0,1.2,0.8,3.2,0.8,6,1
6368,ManUnitedH,WestBromA,0.8,0.6,6,2.2,7.6,2.8,14.2,12.8,1.8,2,0,0,0.2,3.8,4.8,1.4,10.2,2
6369,SouthamptonH,BournemouthA,1.2,1.2,4.2,4.4,5.2,4.8,10.8,7.8,0.6,0.8,0.4,0.2,0,-0.2,0.4,3,3.2,2
6370,WatfordH,SunderlandA,1.4,1,5.4,3.4,5.8,4.4,14.6,10.4,3.2,2,0,0,0.4,2,1.4,4.2,8,1
6371,ArsenalH,ManCityA,1.8,2,6,5.2,6.6,5.8,10.6,10.2,2.2,2,0.2,0,-0.2,0.8,0.8,0.4,1.8,2
6372,SwanseaH,MiddlesbroughA,1.4,0,5,1.6,7,1.8,9,15.4,2,1.6,0,0,1.4,3.4,5.2,-6.4,3.6,2
6373,BurnleyH,StokeA,0.8,0,3,2.2,3.8,4.2,9.6,13,2,2.8,0,0,0.8,0.8,-0.4,-3.4,-2.2,1
6374,LeicesterH,SunderlandA,2,0.8,6.2,3.4,8,5.2,10.2,11.4,0.8,2,0,0,1.2,2.8,2.8,-1.2,5.6,1
6375,ManUnitedH,EvertonA,0.8,1,6,4,7.8,3.4,12.8,12.6,1.8,1.8,0,0.2,-0.2,2,4.4,0.2,6.4,2
6376,WatfordH,WestBromA,1.8,0.6,4.8,2.6,6.2,4,13.8,13.2,2.8,2.4,0.2,0,1.2,2.2,2.2,0.6,6.2,1
6377,ArsenalH,WestHamA,2,1.4,6.2,3.8,6,3.8,11,11.6,2.4,1.8,0.2,0.2,0.6,2.4,2.2,-0.6,4.6,1
6378,ChelseaH,ManCityA,2.2,2.2,6.2,5.6,7.6,6.4,11.8,11.6,1.4,2.2,0,0,0,0.6,1.2,0.2,2,1
6379,HullH,MiddlesbroughA,2.2,0.4,4,2.2,4.4,2.4,12,14.8,2,1.6,0,0,1.8,1.8,2,-2.8,2.8,1
6380,LiverpoolH,BournemouthA,2.4,1.4,6.6,3.6,7.8,4.2,12.4,7.2,1.6,0.8,0,0.2,1,3,3.6,5.2,12.8,2
6381,SouthamptonH,CrystalPalaceA,1.6,1.4,5.6,3,7,5.4,12.6,14.8,0.8,2.2,0.2,0,0.2,2.6,1.6,-2.2,2.2,1
6382,SwanseaH,TottenhamA,1.6,1.4,4.6,4.4,7.4,6.6,8,9.6,1.8,2,0,0,0.2,0.2,0.8,-1.6,-0.4,0
6383,BournemouthH,ChelseaA,1.2,1.8,3.8,4,3.2,4.6,11.8,9.8,1.6,1.8,0,0,-0.6,-0.2,-1.4,2,-0.2,0
6384,ManCityH,HullA,1.6,0.4,4.6,2.2,7.8,4.8,9.4,10.6,1.6,1.6,0,0.4,1.2,2.4,3,-1.2,5.4,1
6385,MiddlesbroughH,BurnleyA,0.6,0.8,3.2,2.6,5.6,2.8,10.2,12.2,1.4,1.8,0,0.2,-0.2,0.6,2.8,-2,1.2,2
6386,StokeH,LiverpoolA,1.2,1,4.8,4.8,5.2,10,14,9.6,1.4,1.8,0.2,0,0.2,0,-4.8,4.4,-0.2,0
6387,TottenhamH,WatfordA,2.8,0.8,6.6,3.2,7.6,3.4,10.4,14,1.2,1.4,0,0,2,3.4,4.2,-3.6,6,1
6388,WestBromH,SouthamptonA,1.2,2.2,4.6,5.4,5.8,3,8.6,13.4,1.4,1.4,0,0,-1,-0.8,2.8,-4.8,-3.8,0
6389,WestHamH,SwanseaA,1.2,0.6,4,1.8,5,3.6,9.6,10.6,2.2,2,0,0,0.6,2.2,1.4,-1,3.2,1
6390,EvertonH,LeicesterA,3.8,1,7.6,3.4,5.4,3.6,9.8,12.2,1.6,1.2,0,0,2.8,4.2,1.8,-2.4,6.4,1
6391,SunderlandH,ManUnitedA,0,2.4,2.8,7.6,4.2,3.8,12,13.4,1.4,2.4,0.2,0,-2.4,-4.8,0.4,-1.4,-8.2,0
6392,CrystalPalaceH,ArsenalA,1,1.4,4,3.8,5.2,6.2,10,9.4,1.2,0.8,0,0,-0.4,0.2,-1,0.6,-0.6,1
6393,CrystalPalaceH,LeicesterA,1.4,1.4,4.4,3.4,5.2,4.2,10,13.4,1.2,1.4,0,0,0,1,1,-3.4,-1.4,2
6394,EvertonH,BurnleyA,3.2,0.8,7,3.2,5.8,3.6,10,12.4,1.4,1.6,0,0,2.4,3.8,2.2,-2.4,6,1
6395,SouthamptonH,ManCityA,1.4,2,5.6,5.8,6,7.2,11.8,10.4,1.2,1.6,0,0,-0.6,-0.2,-1.2,1.4,-0.6,0
6396,StokeH,HullA,1.6,0.6,4.2,2.4,4.8,6,12.2,8.4,1.2,1.2,0.2,0.4,1,1.8,-1.2,3.8,5.4,1
6397,SunderlandH,WestHamA,0.4,1.2,3.4,3.6,5.4,3.6,13,10.6,1.2,1.4,0.2,0.4,-0.8,-0.2,1.8,2.4,3.2,2
6398,TottenhamH,BournemouthA,3.4,0.8,8.4,2.2,8,2.8,10.4,8.4,1.2,0.8,0,0.2,2.6,6.2,5.2,2,16,1
6399,WatfordH,SwanseaA,1.6,0.4,4.8,2.2,6.8,3.4,13,10.6,1.8,1.4,0.2,0,1.2,2.6,3.4,2.4,9.6,1
6400,ManUnitedH,ChelseaA,1.2,1.6,5.4,3.6,6.6,4.6,12,12.2,2.2,2.2,0,0,-0.4,1.8,2,-0.2,3.2,1
6401,WestBromH,LiverpoolA,1,1,4.2,4.4,5.6,9.4,10.4,8.8,1.6,1.4,0,0,0,-0.2,-3.8,1.6,-2.4,0
6402,MiddlesbroughH,ArsenalA,0.6,1,3.8,3.4,4.6,6.6,11,11,1.4,1.2,0,0,-0.4,0.4,-2,0,-2,0
6403,BournemouthH,MiddlesbroughA,2,0.4,5.4,2.6,3.6,2.6,9.8,15.4,1.6,1.8,0,0.2,1.6,2.8,1,-5.6,-0.2,1
6404,HullH,WatfordA,2.2,0.4,3.8,3,5,4,12.2,13,2.2,1.4,0.2,0,1.8,0.8,1,-0.8,2.8,1
6405,SwanseaH,StokeA,1.6,0,4.8,2.4,8.6,3.8,7,13.2,1.8,2.8,0,0,1.6,2.4,4.8,-6.2,2.6,1
6406,WestHamH,EvertonA,1.2,0.8,4.4,3,6.2,3.2,9.2,13.2,2,2.4,0,0.2,0.4,1.4,3,-4,0.8,2
6407,BurnleyH,ManUnitedA,0.6,2.4,2.4,7.6,4,4.2,10.2,14,2.2,2.2,0,0,-1.8,-5.2,-0.2,-3.8,-11,0
6408,LiverpoolH,CrystalPalaceA,2.2,1.4,5,2.8,6.6,5.4,11.2,12.2,1.2,1.8,0,0,0.8,2.2,1.2,-1,3.2,0
6409,ChelseaH,SouthamptonA,2.6,2.4,6.6,5.8,7,3.6,12,11.4,1.6,1.8,0,0,0.2,0.8,3.4,0.6,5,1
6410,ArsenalH,LeicesterA,1.8,1.4,5.6,3,6.4,4,10.4,14.4,2.6,2.2,0,0,0.4,2.6,2.4,-4,1.4,1
6411,CrystalPalaceH,TottenhamA,1.4,1.2,2.8,4.8,4.4,8,11,11.2,1.2,1.8,0,0,0.2,-2,-3.6,-0.2,-5.6,0
6412,MiddlesbroughH,SunderlandA,0.6,0.8,3.6,3.6,4.4,5.4,11.6,11.2,1.6,2.4,0,0,-0.2,0,-1,0.4,-0.8,1
6413,ManCityH,ManUnitedA,1.2,2.2,4.4,6.2,8.2,3.6,9.4,13,1.4,2.2,0,0.2,-1,-1.8,4.6,-3.6,-1.8,2
6414,CrystalPalaceH,BurnleyA,1.2,0.8,3.2,3,6.4,4,10.6,12.2,1,1.2,0,0,0.4,0.2,2.4,-1.6,1.4,0
6415,SouthamptonH,HullA,0.8,0.6,4.6,1.8,5.8,5.6,12,9.2,1.2,1.6,0,0.2,0.2,2.8,0.2,2.8,6,2
